id,image_path,mainclass,latent_vector,cluster_label,cluster_center_distance
0,2023fw레이어드 플랩 점퍼.jpg,outer,"0.0,0.0,0.0,1.2562532,0.0,0.0,2.7363448,3.1988068,0.0785338,0.0,0.0,1.7787931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3673964,4.7505107,0.0,0.0,0.0,5.2189736,0.116419435,0.0,1.5132805,0.0,0.0,0.0,0.1562308,0.7030413,0.90593964,0.0,0.0,0.0,1.5153158,0.0,0.0,1.5086515,0.0,3.1083202,1.1136193,1.6614752,0.46036553,0.06903219,2.209231,0.0,0.0,0.0,0.0,0.0,1.0531929,0.42978102,0.0,0.7730578,0.0,0.0,2.112485,0.8193971,2.0498018",4,1.158252239227295
1,55-77 가능 [퀸이즈] 게디 스트링 디테일 데님 자켓_점퍼.jpg,outer,"0.0,0.0,0.0948292,0.9800608,0.32470357,0.0,2.2266405,3.2865348,0.4848448,0.0,0.0,1.7427615,0.0,0.0,1.0199715,0.0,0.0,0.0,0.0,0.0,0.0,4.1740503,4.9777255,0.0,0.0,0.6786282,4.928656,0.1472739,0.0,2.3563936,0.0,0.0,0.0,0.64625275,0.85829026,0.8083837,0.0,0.0,0.0,1.4105022,0.0,0.0,1.3637015,0.0,3.1342425,0.63695705,1.058964,0.68102634,0.0,1.2901776,0.0,0.0,0.0,0.0,0.0,1.1560464,1.5022583,0.0,0.6657896,0.0,0.0,1.8758242,1.027097,1.9038963",1,1.3770257234573364
2,Amora Lace Jacket (Pink).jpg,outer,"0.0,0.0,0.0,0.3022579,0.38871607,0.0,2.0698545,2.4561183,0.47685382,0.0,0.0,1.2070596,0.0,0.0,0.18411118,0.0,0.0,0.0,0.0,0.0,0.0,4.486065,4.9509687,0.0,0.0,0.6046275,5.1003947,0.542212,0.0,1.8354568,0.0,0.0,0.0,1.0521044,0.8211559,0.83993375,0.0,0.0,0.0,1.427175,0.0,0.0,1.5462056,0.0,3.1592183,0.9173961,1.8941901,0.9873171,0.38674307,1.5404954,0.0,0.0,0.0,0.0,0.0,1.8807664,0.8377314,0.0,0.807472,0.0,0.0,1.6848465,0.6054965,2.222116",13,1.1310181617736816
3,M1258 프릴 디테일 페미닌 점퍼.jpg,outer,"0.0,0.0,0.0,0.7622063,0.23355617,0.0,2.3166375,2.7378674,0.5353724,0.0,0.0,1.8607575,0.0,0.0,0.32311934,0.0,0.0,0.0,0.0,0.0,0.9626708,4.62775,5.012766,0.0,0.0,0.61630565,5.2016416,0.18144023,0.0,1.3567978,0.0,0.0,0.0,0.9830144,0.58995163,1.0442587,0.0,0.0,0.0,1.5965691,0.0,0.0,1.4330044,0.0,2.8128552,1.1733739,1.627267,0.59239006,0.3616407,1.7289246,0.0,0.0,0.0,0.0,0.0,1.5591385,0.84775645,0.0,0.95561975,0.0,0.0,2.314632,1.0597303,2.0666382",4,1.2856658697128296
4,MOON CHECK 투버튼 자켓_2color B1W9J103.jpg,outer,"0.0,0.0,0.0,1.0591671,0.0,0.0,2.0829597,2.842321,0.055262744,0.0,0.0,1.8677742,0.0,0.0,0.48727328,0.0,0.0,0.0,0.0,0.0,0.48377845,4.485371,4.9600816,0.0,0.0,0.4517547,4.3895316,0.71615696,0.0,1.8512208,0.0,0.0,0.0,0.680323,0.9916141,1.0942848,0.0,0.0,0.0,1.4544897,0.0,0.0,1.3627702,0.0,2.9227471,0.8025036,2.2453246,0.78388476,0.50661564,1.9795765,0.0,0.0,0.0,0.0,0.0,1.3811119,0.24600542,0.0,0.63507354,0.0,0.0,1.9539613,1.2712584,1.7084019",4,1.5403167009353638
5,Single breasted trench coat M3A704.jpg,outer,"0.0,0.0,0.0,1.0877146,0.087715276,0.0,2.0374327,2.8096652,0.124252126,0.0,0.0,1.8037869,0.0,0.0,0.3328994,0.0,0.0,0.0,0.0,0.0,0.13044983,4.6725845,5.1979313,0.0,0.0,0.4325868,5.1960907,0.38236368,0.0,1.6101935,0.0,0.0,0.0,0.71797156,0.85246855,0.8355709,0.0,0.0,0.0,1.4090563,0.0,0.0,1.5481596,0.0,2.8925452,1.0367832,1.6985377,0.5196531,0.07815695,1.5400541,0.0,0.0,0.0,0.0,0.0,1.6991794,0.6034823,0.0,0.95052004,0.0,0.0,1.8170019,1.0664662,2.2506952",13,0.8718366622924805
6,UNISEX 에코 레더 모터사이클 자켓 [BLACK] _ SBC1U07001.jpg,outer,"0.0,0.0,0.0,0.3285008,0.0,0.0,2.0422897,2.6792836,0.018919826,0.0,0.0,1.9549294,0.0,0.0,0.12852263,0.0,0.0,0.0,0.0,0.0,0.45865488,4.7839484,4.971545,0.0,0.0,0.53199196,4.7327685,0.22052348,0.0,2.1053302,0.0,0.0,0.0,1.2885985,0.9377102,0.7655096,0.0,0.0,0.0,1.7285881,0.0,0.0,1.5269583,0.0,3.4968307,1.3777355,1.975002,0.425009,0.3596208,1.5260028,0.0,0.0,0.0,0.0,0.0,1.9959984,0.89536935,0.0,0.8486667,0.0,0.0,1.7701721,0.7376988,2.3804996",2,1.1915323734283447
7,VW베라왕 투버튼 싱글 울자켓.jpg,outer,"0.0,0.0,0.0,0.6203238,0.0,0.0,1.87625,2.7107286,0.0,0.0,0.0,1.6295254,0.0,0.0,0.05538994,0.0,0.0,0.0,0.0,0.0,0.0,5.0961895,4.850686,0.0,0.0,0.29829752,5.1980553,0.0,0.0,1.6648304,0.0,0.0,0.0,0.8801851,0.55043185,1.0609373,0.0,0.0,0.0,1.65938,0.0,0.0,1.4685576,0.0,3.3910882,1.0640033,1.9477086,0.84468496,0.0,1.6893878,0.0,0.0,0.0,0.0,0.0,1.7796052,0.66918963,0.0,0.821899,0.0,0.0,1.8867213,0.79364544,2.3263302",2,0.701066792011261
8,WOMAN 래글런 트렌치코트 [BLACK] _ WBC1L10501.jpg,outer,"0.0,0.0,0.0,0.23799077,0.4862631,0.0,1.7029461,2.6706846,0.0,0.0,0.0,1.6985247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19680795,4.7611537,4.6874056,0.0,0.0,0.030450106,5.249126,0.13799381,0.0,1.8499374,0.0,0.0,0.0,0.9060389,0.6804605,0.924563,0.0,0.0,0.0,1.9146606,0.0,0.0,1.4372332,0.0,3.093755,1.1254424,1.9367399,0.29176724,0.0,1.3543285,0.0,0.0,0.0,0.0,0.0,1.741752,0.6607113,0.0,0.8956592,0.0,0.0,1.6979802,0.79657936,2.3029811",12,0.8739151358604431
9,WOMAN 스티치 크롭 자켓 [BROWN] _ W22F01204.jpg,outer,"0.0,0.0,0.0,0.4798196,0.0,0.0,2.4048843,2.8204722,0.11138186,0.0,0.0,1.4301492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.759368,4.752726,0.0,0.0,0.27262723,5.15296,0.104773164,0.0,1.7442083,0.0,0.0,0.0,0.6004424,0.9438807,0.9723602,0.0,0.0,0.0,1.7014108,0.0,0.0,1.176698,0.0,3.1158018,1.2039882,1.7260957,0.42620677,0.015856504,1.4778537,0.0,0.0,0.0,0.0,0.035966188,1.7610216,0.7759114,0.0,0.64690614,0.0,0.0,2.1349914,0.7300752,2.2685928",3,0.8278874754905701
10,WOOL SINGLE LONG COAT - DARK NAVY.jpg,outer,"0.0,0.0,0.0,0.49411163,0.0034175515,0.0,1.732305,2.771979,0.0,0.0,0.0,1.8783834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19919306,5.064394,5.0431175,0.0,0.0,0.5425112,4.9508095,0.0,0.0,1.6272185,0.0,0.0,0.0,1.3149924,0.86058617,0.74370885,0.0,0.0,0.0,1.7138181,0.0,0.0,1.5301288,0.0,3.414804,0.98940086,1.9905427,0.45658022,0.0,1.861608,0.0,0.0,0.0,0.0,0.025515199,1.9390255,0.3140059,0.0,0.69255316,0.0,0.0,1.8234279,1.0189312,2.246732",11,0.7713132500648499
11,[23FW] 로트르드민 그레이스 반팔 네이비 자켓.png,outer,"0.0,0.0,0.0,0.4055314,0.18011479,0.0,1.8481767,2.843612,0.0,0.0,0.0,1.5778753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8347282,4.9863596,0.0,0.0,0.6251601,4.9974422,0.1828903,0.0,1.8374965,0.0,0.0,0.0,0.8161969,0.5256923,0.69363284,0.0,0.0,0.0,1.8086635,0.0,0.0,1.3318149,0.0,3.1860962,1.3726175,1.9040968,0.5548359,0.0,1.2352992,0.0,0.0,0.0,0.0,0.0,1.7399697,0.7881183,0.0,0.7309251,0.0,0.0,1.6119351,0.8406968,2.145099",11,0.9349520206451416
12,[23FW] 로트르드민 모먼트 블랙 점퍼.png,outer,"0.0,0.0,0.0,0.48047683,0.14491437,0.0,1.8596616,2.6421683,0.10002495,0.0,0.0,1.7319804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1748257,5.00186,0.0,0.0,0.38083398,5.2637243,0.02821982,0.0,1.7327937,0.0,0.0,0.0,1.092898,0.82127094,0.56396824,0.0,0.0,0.0,1.4558551,0.0,0.0,1.3528147,0.0,3.3388798,0.9479756,2.1803966,0.7890756,0.0,1.192432,0.0,0.0,0.0,0.0,0.07019985,1.9642076,0.30918607,0.0,0.60882145,0.0,0.0,1.6756563,0.92386866,2.3551464",11,0.5749404430389404
13,[DEFEMME]클래시 울 루즈핏 코트.png,outer,"0.0,0.0,0.0,0.8412958,0.27545324,0.0,2.518657,2.576496,0.0,0.0,0.0,1.7287843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80388683,4.7680993,5.2920547,0.0,0.0,0.0,5.1446204,0.12939811,0.0,1.7436384,0.0,0.0,0.0,0.6615375,1.0252099,1.1938494,0.0,0.0,0.0,1.9187394,0.0,0.0,1.7054294,0.0,3.3471498,0.8564807,1.8143519,0.8106226,0.20393741,1.7310681,0.0,0.0,0.0,0.0,0.0,1.9879384,0.78468996,0.0,1.0672187,0.0,0.0,2.0250432,0.8139733,2.563916",2,1.296214580535889
14,[OLIVIALAUREN] 트위드 라운드 자켓_VOPFUXF8221.png,outer,"0.0,0.0,0.0,0.4072104,0.22218692,0.0,1.6780924,2.6745737,0.17338023,0.0,0.0,1.8169562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.70448,4.9610558,0.0,0.0,0.14684594,5.270654,0.27212095,0.0,1.8951421,0.0,0.0,0.0,0.9367475,0.80599433,0.670341,0.0,0.0,0.0,1.402126,0.0,0.0,1.1893113,0.0,3.2162497,1.1573173,1.8637809,0.5363533,0.2970997,1.6227667,0.0,0.0,0.0,0.0,0.0,1.8773589,0.6661087,0.0,0.54828036,0.0,0.0,2.0053105,0.6748427,2.1425421",12,0.7493061423301697
15,[도호] 후드 스트랩 구스 다운 점퍼 (DV9DJ220).jpg,outer,"0.0,0.0,0.17420322,0.61357296,0.27333564,0.0,2.3072696,2.729797,0.24438606,0.0,0.0,1.7122838,0.0,0.0,0.1451515,0.0,0.0,0.0,0.0,0.0,0.40851897,4.7712812,4.7313013,0.0,0.0,0.4885192,4.678649,0.5554025,0.0,1.8006831,0.0,0.0,0.0,0.96679515,1.2415835,1.1286812,0.0,0.0,0.0,1.739551,0.0,0.0,1.76454,0.0,2.9515843,1.1303179,1.8991007,0.855197,0.31340837,1.3311473,0.0,0.0,0.0,0.0,0.04330665,1.957448,0.70959496,0.0,0.53150135,0.0,0.0,2.1831136,0.8488959,2.4377043",13,1.016671895980835
16,[딘트] J9124 벨로 글로시 패드 오버핏 트렌치코트_블랙.jpg,outer,"0.0,0.0,0.0,0.48934892,0.0,0.0,1.773117,2.8113375,0.16883619,0.0,0.0,1.7765127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.164168,4.9718156,0.0,0.0,0.25798547,5.10785,0.026150227,0.0,1.7730086,0.0,0.0,0.0,1.1652975,0.8882593,0.6133503,0.0,0.0,0.0,1.7049588,0.0,0.0,1.2395909,0.0,3.3338,1.0144625,1.9232197,0.6668346,0.0,1.3446722,0.0,0.0,0.0,0.0,0.1311534,2.0237832,0.45420402,0.0,0.56309575,0.0,0.0,1.8053199,0.72027504,2.238953",11,0.3647275269031524
17,[딘트] J9181 로린 게더 핀턱 퍼프 라운드 싱글 자켓.jpg,outer,"0.0,0.0,0.0,1.2373395,0.28933746,0.0,2.0308213,2.482888,0.0,0.0,0.0,2.0246634,0.0,0.0,0.61900675,0.0,0.0,0.0,0.0,0.0,0.3766496,4.501935,4.883336,0.0,0.0,0.5258383,5.1279106,0.25612032,0.0,1.3981389,0.0,0.0,0.0,0.581658,0.5910891,0.7722186,0.0,0.0,0.0,1.6373255,0.0,0.0,1.8294601,0.0,2.8660245,1.3856897,1.8492321,0.7847965,0.0,1.8711028,0.0,0.0,0.0,0.0,0.0,1.3231798,1.1668451,0.0,0.9240502,0.0,0.0,2.4111562,0.94607425,2.1602254",8,0.9756438136100768
18,[딘트] J9225 라임 샤이닝 대디핏 더블 자켓.jpg,outer,"0.0,0.0,0.0,1.1917742,0.34460586,0.0,2.1449573,2.2486115,0.0,0.0,0.0,1.69534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5942984,4.9316297,0.0,0.0,0.0,5.7089233,0.04224801,0.0,1.1837258,0.0,0.0,0.0,0.7103192,0.3271562,1.121239,0.0,0.0,0.0,1.6081038,0.0,0.0,1.840168,0.0,3.2912083,0.99000466,1.8253614,1.2407435,0.35673833,2.1248856,0.0,0.0,0.0,0.0,0.08916661,1.6057043,0.13143602,0.0,0.8086132,0.0,0.0,2.7779531,1.029217,2.8618896",6,1.2128723859786987
19,[딘트] J9241 매튜 린넨 데님 레터링 하프 싱글 자켓_딥블루.jpg,outer,"0.0,0.0,0.0,0.68077457,0.02208455,0.0,2.1250749,2.9726312,0.0,0.0,0.0,1.7500619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01349,5.0096717,0.0,0.0,0.28663945,5.1521473,0.0,0.0,1.7715323,0.0,0.0,0.0,0.9017985,0.83298707,0.5693142,0.0,0.0,0.0,1.6233536,0.0,0.0,1.5153351,0.0,3.2434413,0.90292585,1.9820392,0.737228,0.0,2.012477,0.0,0.0,0.0,0.0,0.0,1.8231318,0.34395307,0.0,0.5219798,0.0,0.0,1.8414062,0.47524023,2.1672072",0,0.9141546487808228
20,[딘트] MBDJ006 프레 테일러드 원버튼 싱글 자켓(뷔스티에SET).jpg,outer,"0.0,0.0,0.0,0.30180424,0.15576771,0.0,1.6170987,2.710456,0.07920575,0.0,0.0,1.6834812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1099463,5.0832467,0.0,0.0,0.3740077,5.037735,0.010120034,0.0,1.9327121,0.0,0.0,0.0,1.1864666,0.84754467,0.70782906,0.0,0.0,0.0,1.7277101,0.0,0.0,1.2161913,0.0,3.2955766,1.0757383,2.075471,0.569234,0.0,1.6810315,0.0,0.0,0.0,0.0,0.11672866,1.9634643,0.6603837,0.0,0.59792536,0.0,0.0,1.8121688,0.8012272,2.046876",11,0.5778439044952393
21,[딘트] MBDJ006 프레 테일러드 원버튼 싱글 자켓(뷔스티에SET)_브라운.jpg,outer,"0.0,0.0,0.0,0.82416123,0.18595338,0.0,2.2452319,2.3673148,0.27180716,0.0,0.0,1.7236806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04793644,4.7759533,4.8808312,0.0,0.0,0.36929774,5.215283,0.33491838,0.0,1.3676238,0.0,0.0,0.0,1.2581338,0.72645646,0.97228694,0.0,0.0,0.0,1.3088064,0.0,0.0,1.5199231,0.0,3.2869031,1.0757405,1.7637663,0.63836217,0.3421178,1.6220695,0.0,0.0,0.0,0.0,0.0,1.6787186,0.4815073,0.0,0.5739211,0.0,0.0,2.1246223,0.92315406,2.3899388",13,0.8058006763458252
22,[딘트] MBDJ010 웨이 핀턱 패드 크롭 싱글 자켓.jpg,outer,"0.0,0.0,0.0,1.1521833,0.0,0.22168905,2.39857,2.4719496,0.21246395,0.0,0.0,1.4012475,0.0,0.0,0.50127125,0.0,0.0,0.0,0.0,0.0,0.20874327,4.6011457,4.783388,0.0,0.0,0.78643644,4.989452,0.35704005,0.0,1.8149332,0.0,0.0,0.0,0.86242265,0.8132341,0.76682895,0.0,0.0,0.0,1.2199017,0.0,0.0,1.2755207,0.0,3.211968,1.6169251,1.6763831,0.5692689,0.0,1.3759089,0.0,0.0,0.0,0.0,0.0,1.4266647,0.86904764,0.0,0.6263195,0.0,0.0,1.9869132,1.049016,1.8595462",1,1.21778666973114
23,[딘트] MBDJ017 퍼틴 새틴 라인 배색 더블버튼 하프 자켓(벨트SET).jpg,outer,"0.0,0.0,0.0,0.21069884,0.7898203,0.07057029,1.9447771,2.4431562,0.0,0.0,0.0,1.6787294,0.0,0.0,0.38689244,0.0,0.0,0.0,0.0,0.0,0.27437747,4.5921507,4.6295214,0.0,0.0,0.5225159,5.7459717,0.0,0.0,1.7039089,0.0,0.0,0.0,0.830231,0.25387648,1.2089376,0.0,0.0,0.0,1.4210509,0.0,0.0,1.3240441,0.0,2.964131,1.08179,1.5484502,0.75021875,0.0,1.9399714,0.0,0.0,0.0,0.0,0.0,1.5729172,0.7166248,0.0,0.78321207,0.0,0.0,1.8551118,0.50782156,2.5237527",12,1.220131278038025
24,[딘트] MBDJ017 퍼틴 새틴 라인 배색 더블버튼 하프 자켓(벨트SET)_퍼플.jpg,outer,"0.0,0.0,0.0,0.9299575,0.16506384,0.0,2.010198,2.8091834,0.28678373,0.0,0.0,1.5403197,0.0,0.0,0.362203,0.03244798,0.0,0.0,0.0,0.0,0.0,4.9172816,4.9157143,0.0,0.0,0.8187612,5.139043,0.18189275,0.0,1.7742709,0.0,0.0,0.0,1.3381991,0.85313225,0.7939659,0.0,0.0,0.0,1.1911824,0.0,0.0,1.4165502,0.0,3.3584867,1.5179116,1.5311031,0.6902325,0.014659882,1.6372666,0.0,0.0,0.0,0.0,0.0,1.6260492,0.6952619,0.0,0.51469564,0.0,0.0,1.9463809,0.50851333,2.2820158",13,1.0220136642456057
25,[딘트] MBDJ018 노젤 하이넥 숄더 핀턱 레더 라이더 자켓 벨트SET_라벤더.jpg,outer,"0.0,0.0,8.34465e-05,0.2869626,0.20404303,0.08362502,2.1216593,2.455673,0.25258636,0.0,0.0,1.5294642,0.0,0.0,0.49138182,0.0,0.0,0.0,0.0,0.0,0.5263654,4.435813,4.6238966,0.0,0.0,0.62919503,5.147669,0.037608385,0.0,1.8062592,0.0,0.0,0.0,1.0547258,0.41255122,0.9841924,0.0,0.0,0.0,1.5954807,0.0,0.0,1.6454225,0.0,3.2316623,1.3136603,1.7045767,0.48229825,0.37009764,1.8395193,0.0,0.0,0.0,0.0,0.0,1.7408198,0.9125154,0.0,0.67760354,0.0,0.0,2.4523668,1.2206118,2.446887",13,1.260609745979309
26,[딘트] MBDJ018 노젤 하이넥 숄더 핀턱 레더 라이더 자켓(벨트SET)_블랙.jpg,outer,"0.0,0.0,0.0,1.3176498,0.0,0.35167167,2.5409102,3.1306546,0.5256908,0.0,0.0,1.3130448,0.0,0.0,1.0212691,0.0,0.0,0.0,0.0,0.0,0.0,3.8924923,4.5583153,0.0,0.0,0.26789606,4.689768,0.42247295,0.0,2.004613,0.0,0.0,0.0,0.38167697,0.96346664,1.2931093,0.0,0.0,0.0,1.0037615,0.0,0.0,0.9938158,0.0,3.0139558,1.1096885,1.3958073,0.0,0.07493198,1.4372302,0.0,0.0,0.0,0.0,0.0,1.1986967,1.0633469,0.0,0.20830655,0.0,0.0,1.7951401,0.5645882,2.183217",1,1.1444947719573977
27,[딘트] MBDJ022 메비 새틴 원버튼 하프 싱글 자켓.jpg,outer,"0.0,0.0,0.0,0.34722608,0.24563402,0.0,1.7256,2.7650213,0.0,0.0,0.0,1.8732762,0.0,0.0,0.099559665,0.0,0.0,0.0,0.0,0.0,0.0,4.5547996,5.2091827,0.0,0.0,0.1833185,5.4579935,0.0,0.0,1.9166021,0.0,0.0,0.0,0.6539434,0.5366512,0.96752167,0.0,0.0,0.0,1.4230947,0.0,0.0,1.3941734,0.0,3.2584958,0.90688086,1.7689865,0.3668662,0.4222417,1.8892692,0.0,0.0,0.0,0.0,0.086037874,1.8386295,0.4175129,0.0,1.3151007,0.0,0.0,1.933921,0.9628568,2.2069573",12,0.9628019332885742
28,[딘트] MBDJ025 탠저 슬리브 트임 원버튼 싱글 자켓.jpg,outer,"0.0,0.0,0.0,0.395688,0.30542475,0.0,1.6753657,2.573271,0.32166773,0.0,0.0,1.6197705,0.0,0.0,0.04952675,0.0,0.0,0.0,0.0,0.0,0.0,5.1346793,4.925947,0.0,0.0,0.3353752,4.782323,0.279994,0.0,1.7315536,0.0,0.0,0.0,1.2380724,0.83124137,0.92940325,0.0,0.0,0.0,1.6217372,0.0,0.0,1.168422,0.0,3.3391688,1.2297314,1.9256039,0.6483797,0.0,1.5048927,0.0,0.0,0.0,0.0,0.0,1.7755489,0.60180944,0.0,0.5553852,0.0,0.0,1.7686293,0.9189699,2.044362",11,0.7323222756385803
29,[로안] 호주산 양모 100% 클래식 하프 코트.jpg,outer,"0.0,0.0,0.0,0.7055795,0.0,0.0,1.7651402,2.6034508,0.15513894,0.0,0.0,1.8223319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.970484,5.176797,0.0,0.0,0.0,5.2249475,0.11556041,0.0,1.6408789,0.0,0.0,0.0,1.2343042,0.88619167,1.0860698,0.0,0.0,0.0,1.5547767,0.0,0.0,1.2675254,0.0,3.0467558,0.90124446,2.0712888,1.2223155,0.21863222,1.7064497,0.0,0.0,0.0,0.0,0.30820245,2.0546525,0.09625915,0.0,0.8688597,0.0,0.0,1.9501051,1.2582519,2.2117975",0,0.7868315577507019
30,[루시다]디아브 데님 카라 다운패딩(솜털90%).jpg,outer,"0.0,0.0,0.0,0.40092742,0.4270661,0.0,1.5698822,2.7503774,0.09270042,0.0,0.0,1.5775719,0.0,0.0,0.2855718,0.0,0.0,0.0,0.0,0.0,0.0,4.6284513,5.200658,0.0,0.0,0.109778166,5.347061,0.05000806,0.0,2.0513031,0.0,0.0,0.0,0.9250667,0.54590684,1.0280547,0.0,0.0,0.0,1.5728165,0.0,0.0,1.106135,0.0,3.0121615,0.6199261,1.8009152,0.62060165,0.14706099,1.6177548,0.0,0.0075865984,0.0,0.0,0.0,1.6881158,0.55316836,0.0,0.7435989,0.0,0.0,1.5375094,0.6463437,1.821559",12,1.0033246278762815
31,[루시다]올리브 배색 니트 자켓.jpg,outer,"0.0,0.0,0.0,1.3568116,0.5807747,0.0,2.6004674,2.0140069,0.0,0.0,0.0,1.3387866,0.0,0.0,0.8519946,0.28752682,0.0,0.0,0.0,0.0,0.13716656,4.037827,4.5901737,0.0,0.0,0.8059925,5.3335576,0.0,0.0,2.4250965,0.0,0.0,0.0,0.111254334,0.9969507,1.1022422,0.0,0.0,0.0,1.4976444,0.0,0.0,2.2007859,0.0,2.8809814,1.2475581,0.8599842,0.70803714,0.0,1.8334744,0.0,0.0,0.0,0.0,0.0,1.6325365,1.633141,0.0,1.5720305,0.0,0.0,1.7303658,0.9017955,2.9137042",8,2.013734579086304
32,[루시다]줄리 밍크퍼 후드 코트.jpg,outer,"0.0,0.0,0.0,0.635568,0.58738303,0.0,1.7243084,2.6113343,0.0,0.0,0.0,1.743538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.610715,4.619875,0.0,0.0,0.2760389,5.4431324,0.0,0.0,2.0658138,0.0,0.0,0.0,0.6085994,0.67187536,0.9549009,0.06419772,0.0,0.0,1.7329308,0.0,0.0,2.1182256,0.0,2.9989243,0.91927207,1.6811347,0.92878926,0.24626505,2.098921,0.0,0.0,0.0,0.0,0.33586287,1.3516533,0.0,0.0,1.2265136,0.0,0.0,2.4958572,1.046422,2.7565627",10,0.8634142279624939
33,[루이스엔젤] 펠리드 스판소재 슬림 페미닌라인 더블 자켓.jpg,outer,"0.0,0.0,0.0,0.53760993,0.089329794,0.0,2.3989482,2.522083,0.17171872,0.0,0.0,2.0342574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7839375,4.995696,0.0,0.0,0.44404042,5.4706726,0.27741838,0.0,1.4139585,0.0,0.0,0.0,0.9443536,0.95478845,0.9617598,0.0,0.0,0.0,1.7631164,0.0,0.0,1.0710888,0.0,3.3714514,1.3504872,1.9589176,0.6200029,0.0,1.3534775,0.0,0.0,0.0,0.0,0.27725962,1.9849017,0.64950794,0.0,0.5614802,0.0,0.0,1.9205866,0.8943325,2.1940207",2,0.9250567555427552
34,[미니멈] 울 테일러드 자켓 MWDGHJ9020.jpg,outer,"0.0,0.0,0.0,0.8568555,0.0,0.0,1.7186325,2.6575327,0.34169465,0.0,0.0,1.8845876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075301886,5.2997875,5.131297,0.0,0.0,0.17167878,5.03962,0.0,0.0,1.58024,0.0,0.0,0.0,1.3419855,1.0368581,0.91017044,0.0,0.0,0.0,1.5337825,0.0,0.0,1.1908615,0.0,3.0300126,0.6183717,2.2073622,0.9551158,0.0,1.5654206,0.0,0.0,0.0,0.0,0.20645171,1.7934632,0.32696864,0.0,0.40296942,0.0,0.0,1.9907109,0.9971687,2.3129168",0,0.8987308740615845
35,[미니멈][신상] 벨티드 페플럼 자켓 MXBGWJ3020.jpg,outer,"0.0,0.0,0.0,0.799448,0.25620282,0.0,1.660863,2.7242844,0.0,0.0,0.0,2.4582996,0.0,0.0,0.19480395,0.0,0.0,0.0,0.0,0.0,0.0,4.7985926,5.1195593,0.0,0.0,0.16478503,5.464733,0.07390964,0.0,1.7099614,0.0,0.0,0.0,0.6445117,1.0344878,1.1475372,0.0,0.0,0.0,2.0190341,0.0,0.0,1.447559,0.0,2.7493687,0.59552884,1.5982162,0.7616635,0.0,2.0030706,0.0,0.0,0.0,0.0,0.51728034,2.0486941,0.0790008,0.0,1.1892083,0.0,0.0,1.8654732,1.3148118,2.5952728",0,1.4525734186172483
36,[미니멈][신상] 원버튼 심플 자켓 MXCGWJ7010.jpg,outer,"0.0,0.0,0.0,0.8576244,0.0,0.0,1.7853413,2.6606395,0.25745872,0.0,0.0,1.573252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1444783,4.9150047,0.0,0.0,0.3586365,4.9542093,0.0,0.0,1.9364688,0.0,0.0,0.0,1.1642529,0.78964037,0.6085,0.0,0.0,0.0,1.4746662,0.0,0.0,1.2104101,0.0,3.2190037,0.89176273,2.0154037,0.6623843,0.0,1.3868244,0.0,0.0,0.0,0.0,0.0,2.056075,0.5552238,0.0,0.503862,0.0,0.0,1.6874394,0.84174836,2.064277",11,0.6036065220832825
37,"[박하나,안현모 착용] 매트레더자켓_그레이.jpg",outer,"0.0,0.0,0.0,0.75073504,0.07537121,0.0,2.285349,2.9501278,0.0,0.0,0.0,1.5777657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1899373,5.034377,5.180605,0.0,0.0,0.33759832,5.073654,0.0,0.0,1.4179513,0.0,0.0,0.0,0.77283514,0.7677332,0.76095647,0.0,0.0,0.0,1.8653352,0.0,0.0,1.8730493,0.0,3.2803075,1.0546677,1.7127776,0.47623527,0.0,1.6554042,0.0,0.0,0.0,0.0,0.0,1.633823,0.50182116,0.0,0.66510874,0.0,0.0,2.0748067,0.9501604,2.4541318",2,0.8329707980155945
